DATE,QTY,PRODUCT NAME,PRICE PER UNIT,TOTAL,PAYMENT METHOD,,,,
8/20/2025,1,Clutch Adjuster,20,20,,,,,
8/20/2025,1,Castrol W 800mL,240,240,,,,,
8/20/2025,1,Brake Shoe,380,380,,,,,
8/20/2025,1,H-Temp (High Temp Grease),30,30,,,,,
8/20/2025,1,Sandpaper,30,30,,,,,
8/20/2025,1,Brake Pad Original,360,360,,,,,
8/20/2025,1,Silvestre AT Fully 800ml ,260,260,,,,,
8/20/2025,2,Side Mirror,250,500,,,,,
8/20/2025,1,Shell 1L,355,355,,,,,
8/20/2025,1,Tubeless Valve,40,40,,,,,
8/20/2025,1,Silvestre AT Fully 800ml ,260,260,,,,,
8/20/2025,1,Seat Cover,300,300,,,,,
8/20/2025,1,SAE 40 200,55,55,,,,,
8/20/2025,1,BRAKE PAD,120,120,,,,,
8/20/2025,6,CABLE TIE ,10,60,,,,,
8/20/2025,1,250-17 LEO TUBE,170,170,,,,,
8/21/2025,1,Clutch Cable R150,150,150,,,,,
8/21/2025,1,Side Mirror Holder,100,100,,,,,
8/21/2025,1,Spark Plug NGK,180,180,,,,,
8/21/2025,1,Fully 1L ,280,280,,,,,
8/21/2025,1,Spark Plug NGK,180,180,,,,,
8/21/2025,1,Spark Plug Cap,40,40,,,,,
8/21/2025,1,Grease,10,10,,,,,
8/21/2025,1,Brake Fluid,70,70,,,,,
8/21/2025,1,Exhaust Gasket,30,30,,,,,
8/21/2025,1,Cable Tie,20,20,,,,,
8/21/2025,1,Throttle Cable,150,150,,,,,
8/21/2025,1,Seat Cover,250,250,,,,,
8/21/2025,1,Hirc Clutch Spring ,175,175,,,,,
8/21/2025,1,Hirc Center Spring,310,310,,,,,
8/21/2025,2,Oil Seal Original,150,300,,,,,
8/21/2025,1,Dust Seal,40,80,,,,,
8/21/2025,1,Fork Oil,80,80,,,,,
8/21/2025,1,Sand Paper,30,30,,,,,
8/21/2025,1,RUG,10,10,,,,,
8/21/2025,1,Bolt,15,15,,,,,
8/21/2025,1,Spoke,15,15,,,,,
8/21/2025,1,Bulb,30,30,,,,,
8/21/2025,1,Exhaust Gasket,30,30,,,,,
8/21/2025,1,250–17 Tube,170,170,,,,,
8/21/2025,1,RUG,10,10,,,,,
8/21/2025,1,Spark Plug NGK,180,180,,,,,
8/21/2025,1,Fuel Filter Pump,150,150,,,,,
8/21/2025,1,Clutch Collar R150,150,150,,,,,
8/21/2025,1,Clutch Cover R150,420,420,,,,,
8/21/2025,1,Multi Purpose Oil 800ml,200,200,,,,,
8/21/2025,1,Brake Fluid,70,70,,,,,
8/21/2025,2,Bolt 6x25,15,30,,,,,
8/21/2025,1,Side Mirror,250,250,,,,,
8/21/2025,1,Silvestre AT Fully 800ml,260,260,,,,,
8/21/2025,2,Silvestre 80/90-17 Tire with Sealant ,10,20,,,,,
8/21/2025,1,Brake Light Bulb,30,30,,,,,
8/21/2025,1,Brake Fluid,70,70,,,,,
8/21/2025,1,Shell 1L,360,360,,,,,
8/21/2025,1,Oil Filter,50,50,,,,,
8/21/2025,1,Sealant,120,120,,,,,
8/21/2025,2,Coolant,120,240,,,,,
8/21/2025,1,Bearing 6300 (Original),250,500,,,,,
8/21/2025,1,Grease,10,10,,,,,
8/21/2025,1,Electrical Tape,30,30,,,,,
8/21/2025,1,Wire,20,20,,,,,
8/21/2025,1,Switch,70,70,,,,,
8/21/2025,1,80/90-14 Beast with Sealant ,1400,1400,,,,,
8/21/2025,1,Switch,50,50,,,,,
8/21/2025,1,Multi 1L,230,230,,,,,
8/21/2025,1,Electrical Tape,30,30,,,,,
8/21/2025,1,Switch,50,50,,,,,
8/21/2025,1,Brake Pad,120,120,,,,,
8/21/2025,1,Multi 800ml,200,200,,,,,
8/21/2025,1,Yamaha Yamalube  Blue Core 1L ,360,360,,,,,
8/21/2025,1,Gear Oil Fully Synthetic,95,95,,,,,
8/21/2025,1,Fork Oil,80,80,,,,,
8/21/2025,1,RUG,10,10,,,,,
8/21/2025,1,Cable Tie,10,10,,,,,
8/21/2025,1,CVT Cleaner,220,220,,,,,
8/21/2025,2,Flange Bolt ,120,240,,,,,
8/21/2025,2,Washer,7,14,,,,,
8/21/2025,1,Hi Temp Grease,30,30,,,,,
8/21/2025,1,Gear Oil Fully Synthetic,95,95,,,,,
8/21/2025,1,Shell 1L,360,360,,,,,
8/21/2025,1,Chain,300,300,,,,,
8/22/2025,1,BOLT,50,50,,,,,
8/22/2025,1,SPARK PLUG,80,80,,,,,
8/22/2025,1,BRAKE SWITCH,70,70,,,,,
8/22/2025,1,SPROCKET,300,300,,,,,
8/22/2025,1,BEARING,100,100,,,,,
8/22/2025,1,FULLY Synthetic Oil 800ml ,250,250,,,,,
8/22/2025,1,HUB DUMPER,100,100,,,,,
8/22/2025,1,BRAKE PAD Original,370,370,,,,,
8/22/2025,1,SPROCKET SET,650,650,,,,,
8/22/2025,1,BEARING,100,100,,,,,
8/22/2025,2,BOLT,10,20,,,,,
8/22/2025,1,HUB DUMPER,100,100,,,,,
8/22/2025,1,NUT,10,10,,,,,
8/22/2025,1,THROTTLE PIPE,30,30,,,,,
8/22/2025,1,T. CABLE,150,150,,,,,
8/22/2025,1,SPARK PLUG,80,80,,,,,
8/22/2025,1,SAE 40 200,55,55,,,,,
8/22/2025,1,clutch cable,140,140,,,,,
8/22/2025,1,AT FULLY ,260,260,,,,,
8/22/2025,1,Gear Oil Fully Synthetic,95,95,,,,,
8/22/2025,1,CDI,250,250,,,,,
8/22/2025,1,cable tie,30,30,,,,,
8/22/2025,1,WIRE,20,20,,,,,
8/22/2025,1,SPARK PLUG NGK,160,160,,,,,
8/22/2025,1,DISC BRAKE r150,500,500,,,,,
8/22/2025,1,BRAKE PAD (ORIG),390,390,,,,,
8/22/2025,1,cvt SPRAY,220,220,,,,,
8/22/2025,1,MULTI PURPOSE OIL 800ML,205,205,,,,,
8/22/2025,1,250-17 TUBE,170,170,,,,,
8/22/2025,4,BOLT,20,80,,,,,
8/22/2025,4,WASHER,2,8,,,,,
8/22/2025,4,NUT,7,28,,,,,
8/22/2025,1,BALL RACE (ORIGINAL),700,700,,,,,
8/22/2025,1,BRAKE SHOE (ORIGINAL),350,350,,,,,
8/22/2025,1,Silvestre AT Fully 800ml,260,260,,,,,
8/22/2025,1,HIRC SHOE CLICK ,"1,100","1,100",,,,,
8/22/2025,1,PISTON ORIGINAL,659,659,,,,,
8/22/2025,1,PISTON PIN (2DP),98,98,,,,,
8/22/2025,1,BLOCK,"1,353","1,353",,,,,
8/22/2025,1,BULBS,30,30,,,,,
8/22/2025,1,SPROCKET,280,280,,,,,
8/22/2025,1,CHAIN,290,290,,,,,
8/22/2025,1,ENGINE SPROCKET,80,80,,,,,
8/22/2025,1,RAINCOAT,250,250,,,,,
8/22/2025,1,BELL CLICK (ORIGINAL),890,890,,,,,
8/22/2025,1,SHOE CLICK (ORIGINAL),870,870,,,,,
8/22/2025,2,RUG,10,20,,,,,
8/22/2025,2,CVT,220,440,,,,,
8/22/2025,1,COOLANT 1L,200,200,,,,,
8/22/2025,1,SEAT COVER,300,300,,,,,
8/22/2025,1,SLIDER (ORIGINAL),140,140,,,,,
8/22/2025,1,BOLT (ORIGINAL),810,810,,,,,
8/22/2025,1,HI-TEMP GREASE,30,30,,,,,
8/22/2025,1,FUEL PUMP FILTER,150,150,,,,,
8/22/2025,1,FUEL PUMP O-RING,200,200,,,,,
8/22/2025,2,O-RING TORQUE,70,140,,,,,
8/25/2025,1,ECU Click 125-FI V2,"7,250","7,250",,,,,
8/25/2025,1,Ignition Coil Original,490,490,,,,,
8/25/2025,1,Shell 800ml,315,315,,,,,
8/25/2025,1,Gear Oil Multi,65,65,,,,,
8/25/2025,1,Seat Cover,280,280,,,,,
8/25/2025,1,120L,300,300,,,,,
8/25/2025,1,Oil Filter,50,50,,,,,
8/25/2025,1,Castrol Activ 800ml,240,240,,,,,
8/25/2025,1,Bearing NSK 6201,220,220,,,,,
8/25/2025,1,Side Mirror,250,250,,,,,
8/25/2025,3,Washer,3,9,,,,,
8/25/2025,1,Silvestre 80/90-17 Tubeless w/ Sealant ,1150,1150,,,,,
8/25/2025,1,Tire Valve,40,40,,,,,
8/25/2025,2,Allen Bolt,10,20,,,,,
8/25/2025,1,Fully 1L,280,280,,,,,
8/25/2025,1,Fully 1L,280,280,,,,,
8/25/2025,1,Oil Filter,50,50,,,,,
8/25/2025,1,Lefthand Switch (Mio),300,300,,,,,
8/25/2025,1,Gasket All,100,100,,,,,
8/25/2025,1,Chain Lock,25,25,,,,,
8/25/2025,1,Brake Pad,120,120,,,,,
8/25/2025,1,Brake Master,320,320,,,,,
8/25/2025,1,Brake Shoe,150,150,,,,,
8/25/2025,1,Brake Fluid,70,70,,,,,
8/25/2025,1,Spark Plug Cap,40,40,,,,,
8/25/2025,1,Footrest,150,150,,,,,
8/25/2025,2,Sand Paper,30,60,,,,,
8/25/2025,1,Oil Filter,50,50,,,,,
8/25/2025,1,Single Horn,180,180,,,,,
8/25/2025,3,Fuse 10A,10,30,,,,,
8/25/2025,1,Carburetor XRM 110,700,700,,,,,
8/25/2025,1,Spark Plug,180,180,,,,,
8/25/2025,1,Lights,30,30,,,,,
8/25/2025,1,BRAKE PAD,120,120,,,,,
8/25/2025,1,4L THAIWORKZ Battery ,450,450,,,,,
8/26/2025,1,Bearing,100,100,,,,,
8/26/2025,1,Sealant,120,120,,,,,
8/26/2025,1,275-18 Tube,190,190,,,,,
8/26/2025,2,Bearings NSK,250,500,,,,,
8/26/2025,1,Bolt 5x15,10,10,,,,,
8/26/2025,1,Headlight Switch,50,50,,,,,
8/26/2025,1,Gear Pedal,200,200,,,,,
8/26/2025,1,Slider Orig ,136,136,,,,,
8/26/2025,1,Brake Fluid,70,70,,,,,
8/26/2025,1,Ignition Coil,280,280,,,,,
8/26/2025,1,CVT Spray,220,220,,,,,
8/26/2025,1,RUG,10,10,,,,,
8/26/2025,1,H. Temp,30,30,,,,,
8/26/2025,1,Belt Original,810,810,,,,,
8/26/2025,3,Slider Original,75,225,,,,,
8/26/2025,1,Sealant,120,120,,,,,
8/26/2025,1,110/70–14 Tubeless w/ Sealant,1150,1150,,,,,
8/26/2025,1,Brake Pad Orig,370,740,,,,,
8/26/2025,1,Gear Oil Fully,95,95,,,,,
8/26/2025,1,AT Fully 900ml,275,275,,,,,
8/26/2025,1,Air Filter Orig,330,330,,,,,
8/26/2025,1,Handle Grip,200,200,,,,,
8/26/2025,2,LED Decorated,30,60,,,,,
8/26/2025,1,Fully 800 mL,255,255,,,,,
8/26/2025,1,Castrol Gold 1L,360,360,,,,,
8/26/2025,1,Oil Filter,50,50,,,,,
8/26/2025,1,Brake Fluid,70,70,,,,,
8/26/2025,1,Brake Pad,120,120,,,,,
8/26/2025,2,Decorated LED Light,30,60,,,,,
8/26/2025,1,Seat Cover,200,200,,,,,
8/26/2025,1,Brake Fluid,70,70,,,,,
8/26/2025,1,Bracket Master Assy,300,300,,,,,
8/26/2025,1,Silvestre 90/90–14 Tubeless with Sealant,"1,150","1,150",,,,,
8/26/2025,1,Shell 800 mL,315,315,,,,,
8/26/2025,1,SAE TO 1L,200,200,,,,,
8/26/2025,1,WASHER,16,16,,,,,
8/26/2025,1,SPROCKET ,240,240,,,,,
8/26/2025,1,BRAKE FLUID,70,70,,,,,
8/26/2025,2,WIRE,40,80,,,,,
8/26/2025,2,Electrical Tape,30,60,,,,,
8/26/2025,5,Cable Tie,10,50,,,,,
8/26/2025,1,Halo Switch ,200,200,,,,,
8/26/2025,1,Champo Switch,70,70,,,,,
8/26/2025,2,Terminal Cable ,10,20,,,,,
8/26/2025,0.5,Wire ,20,20,,,,,
8/26/2025,1,Side Stand,200,200,,,,,
8/26/2025,1,Nut,7,7,,,,,
8/27/2025,1,Sealent,120,120,,,,,
8/27/2025,1,Bulb,30,30,,,,,
8/27/2025,1,Spark Plug Cap,150,150,,,,,
8/27/2025,1,Shock Orig Sporty,740,740,,,,,
8/27/2025,1,Fully 800ml,220,220,,,,,
8/27/2025,1,250-17 Tube,70,70,,,,,
8/27/2025,1,Bolt,45,45,,,,,
8/27/2025,2,Nut 6×12,10,20,,,,,
8/27/2025,1,Seat Cover,300,300,,,,,
8/27/2025,1,Side Mirror,250,250,,,,,
8/27/2025,1,HIRC Center Spring,310,310,,,,,
8/27/2025,1,HIRC Clutch Spring,175,175,,,,,
8/27/2025,1,RUG,10,10,,,,,
8/27/2025,1,AT Fully 800 mL,260,260,,,,,
8/27/2025,1,Gear Oil Fully Synthetic ,95,95,,,,,
8/27/2025,1,Hi Temp,30,30,,,,,
8/27/2025,1,Side Mirror,250,250,,,,,
8/27/2025,1,Sprocket Set,600,600,,,,,
8/27/2025,1,"Nut, Washer, Bolt ",29,29,,,,,
8/27/2025,1,Grease,10,10,,,,,
8/27/2025,1,Spring,40,40,,,,,
8/27/2025,1,Axle,120,120,,,,,
8/27/2025,1,Sprocket Lock,150,150,,,,,
8/27/2025,1,Relay Set,150,150,,,,,
8/27/2025,1,Electrical Tape,130,130,,,,,
8/27/2025,1,Cable Tie,10,10,,,,,
8/27/2025,1,Shell 1L,360,360,,,,,
8/27/2025,1,Oil Filter,50,50,,,,,
8/27/2025,1,Washer,8,8,,,,,
8/27/2025,1,Hand Grip,220,220,,,,,
8/27/2025,2,Clip,10,20,,,,,
8/27/2025,2,Fuse 10A,10,20,,,,,
8/27/2025,1,Obdemoto,150,150,,,,,
8/27/2025,2,T-Bolt 6x20,10,20,,,,,
8/27/2025,2,Washer,2,4,,,,,
8/27/2025,1,RUG,10,10,,,,,
8/27/2025,1,LED Headlight,280,280,,,,,
8/27/2025,2,Plate Bolt,20,40,,,,,
8/27/2025,1,Castrol W 800mL,240,240,,,,,
8/27/2025,1,Brake Switch,40,40,,,,,
8/27/2025,1,Nut,7,7,,,,,
8/28/2025,1,Spark Plug,80,80,,,,,
8/28/2025,1,Bolt,20,20,,,,,
8/28/2025,1,Yamalube  Blue Core 1L,360,360,,,,,
8/28/2025,1,Oil Filter,50,50,,,,,
8/28/2025,1,Silvestre AT Fully 800ml ,260,260,,,,,
8/28/2025,1,Head Light Assy XRM 110 ,300,300,,,,,
8/28/2025,1,Cable Tie,10,10,,,,,
8/28/2025,1,Multi 1L,230,230,,,,,
8/28/2025,1,RUG,10,10,,,,,
8/28/2025,4,Bolt,17,68,,,,,
8/28/2025,1,Hub Dumper,100,100,,,,,
8/28/2025,1,Seat Cover,270,270,,,,,
8/28/2025,1,250–14 TUBE,150,150,,,,,
8/28/2025,1,Belt 2PH,504,504,,,,,
8/28/2025,1,Chain Adjuster XRM 110 ,120,120,,,,,
8/28/2025,2,Fuse,10,20,,,,,
8/28/2025,1,Electrical Tape,30,30,,,,,
8/28/2025,1,888,150,150,,,,,
8/28/2025,1,Spark Plugs,180,180,,,,,
8/28/2025,,RUG,10,10,,,,,
8/28/2025,1,Hose Gas/Oil,20,20,,,,,
8/28/2025,1,Spark Plug Cup,40,40,,,,,
8/28/2025,5,Plate Bolt,20,100,,,,,
8/28/2025,1,Brake Pad,150,150,,,,,
8/28/2025,1,Clip Nut,10,10,,,,,
8/28/2025,2,Bearing,80,160,,,,,
8/28/2025,1,Grease,10,10,,,,,
8/28/2025,2,Lights,30,60,,,,,
8/28/2025,1,Oil Seal,60,60,,,,,
8/28/2025,2,Oil Seal (Original),150,300,,,,,
8/28/2025,1,Fork Oil,80,80,,,,,
8/28/2025,1,Ball Race,250,250,,,,,
8/28/2025,2,Grease,10,20,,,,,
8/28/2025,1,Sandpaper,30,30,,,,,
8/28/2025,1,Nut,3,3,,,,,
8/28/2025,1,RUG,10,10,,,,,
8/28/2025,1,Electrical Tape,30,30,,,,,
8/28/2025,1,Wire,20,20,,,,,
8/28/2025,1,CVT,220,220,,,,,
8/28/2025,1,Sandpaper,40,40,,,,,
8/28/2025,1,Air Filter (Original),270,270,,,,,
8/28/2025,1,,250,250,,,,,
8/28/2025,1,Shell 1L,360,360,,,,,
8/28/2025,1,Gear Oil,95,95,,,,,
8/28/2025,2,Plate Bolt,10,20,,,,,
8/28/2025,1,On/Off Switch,70,70,,,,,
8/28/2025,1,Hirc Pulley Ball,235,235,,,,,
8/28/2025,1,Horn Relay,150,150,,,,,
8/28/2025,1,Electrical Tape,30,30,,,,,
8/28/2025,1,Pulley Nut (Original),70,70,,,,,
8/28/2025,1,Sealant,120,120,,,,,
8/28/2025,1,Shell 800ml,315,315,,,,,
8/28/2025,1,Belt ADV 150 Original,925,925,,,,,
8/28/2025,1,Air Filter ,220,220,,,,,
8/28/2025,1,Silvestre AT Fully 800ml,260,260,,,,,
8/28/2025,1,Gear Oil,95,95,,,,,
8/28/2025,1,Spark Plug,80,80,,,,,
8/28/2025,2,Bearing,80,160,,,,,
8/28/2025,1,Hi Temp,30,30,,,,,
8/28/2025,1,Hirc Pulley Set Beat FI,1230,1230,,,,,
8/28/2025,1,Fully Synthetic Oil 800ml ,255,255,,,,,
8/29/2025,1,Clutch Cable,150,150,,,,,
8/29/2025,1,Castrol Activ Oil 1L,265,265,,,,,
8/29/2025,2,Bearing,80,160,,,,,
8/29/2025,1,Master Kit,120,120,,,,,
8/29/2025,1,Grease,10,10,,,,,
8/29/2025,1,Brake Light,30,30,,,,,
8/29/2025,1,Brake Fluid,70,70,,,,,
8/29/2025,1,Fully Synthetic Oil 800ml ,255,255,,,,,
8/29/2025,1,4L THAIWORKZ Battery,450,450,,,,,
8/29/2025,1,Yamalube Blue Core 1L,360,360,,,,,
8/29/2025,1,Oil Filter,50,50,,,,,
8/29/2025,1,300-17 Tube,190,190,,,,,
8/29/2025,1,AT Fully (800 ml),260,260,,,,,
8/29/2025,1,Gear Oil,95,95,,,,,
8/29/2025,1,Brake Pad,220,220,,,,,
8/29/2025,1,Brake Pad,120,120,,,,,
8/29/2025,1,AT Fully (800ml),260,260,,,,,
8/29/2025,2,Seat Cover,250,500,,,,,
8/29/2025,1,Shell Oil 1L,360,360,,,,,
8/29/2025,1,Gear Oil,95,95,,,,,
8/29/2025,1,Nut,5,5,,,,,
8/29/2025,2,Bolt 8x25,15,30,,,,,
8/29/2025,1,Hirc Pulley Ball,335,335,,,,,
8/29/2025,1,Hirc Clutch Spring ,175,175,,,,,
8/29/2025,1,Hirc Center Spring,310,310,,,,,
8/29/2025,1,Brake Pad,120,120,,,,,
8/29/2025,1,200-17 LEO TUBE ,150,150,,,,,
8/29/2025,1,Wire Single ,30,30,,,,,
8/29/2025,2,Plate Bolt,20,40,,,,,
8/29/2025,1,Brake Light,30,30,,,,,
8/29/2025,1,Brake Pad,120,120,,,,,
8/29/2025,1,Brake Fluid,70,70,,,,,
8/29/2025,1,RUG,10,10,,,,,
8/29/2025,2,Spark Plug,70,140,,,,,
8/29/2025,2,Sand Paper,35,70,,,,,
8/29/2025,1,Grease,10,10,,,,,
8/29/2025,1,Bearing 6003,230,230,,,,,
8/29/2025,1,Bearing 6002,300,300,,,,,
8/29/2025,1,Oil Filter,50,50,,,,,
8/29/2025,1,Gasket All,100,100,,,,,
8/29/2025,1,Castrol Oil 1L,360,360,,,,,
8/29/2025,4,Valve Seal,50,200,,,,,
8/29/2025,1,Chain Guide,200,200,,,,,
8/29/2025,1,Rocker Arm,850,850,,,,,
8/29/2025,1,Piston Kit,1160,1160,,,,,
8/29/2025,1,Overhauling Top Gasket,360,360,,,,,
8/29/2025,1,Allen Bolt 5×25,35,35,,,,,
8/29/2025,1,Allen Bolt 5×30,35,35,,,,,
8/29/2025,1,,400,400,,,,,
8/29/2025,1,Park Light ,150,150,,,,,
8/29/2025,1,200-17 LEO TUBE ,150,150,,,,,
8/29/2025,2,FUSE,10,20,,,,,
8/29/2025,2,Washer,5,10,,,,,
8/29/2025,1,Nut,5,5,,,,,
8/29/2025,1,Twin Core Plug,250,250,,,,,
8/29/2025,1,Wire 1m,30,30,,,,,
8/29/2025,1,Chain 428-120L,300,300,,,,,
8/29/2025,2,Brake Pad,100,200,,,,,
8/30/2025,1,Sealant,120,120,,,,,
8/30/2025,1,Silvestre AT Fully 800ml,260,260,,,,,
8/30/2025,1,Spark Plug (NGK Original),180,180,,,,,
8/30/2025,1,Castrol 1L Power 1,360,360,,,,,
8/30/2025,1,Socket Set Mutaru,1150,1150,,,,,
8/30/2025,1,Brake Pad,120,120,,,,,
8/30/2025,5,Gold Bolt,65,325,,,,,
8/30/2025,1,Washer,5,5,,,,,
8/30/2025,1,Sand Paper,40,40,,,,,
8/30/2025,1,Grease,10,10,,,,,
8/30/2025,2,Bolt 5×12,10,20,,,,,
8/30/2025,1,Axle Sleeve,80,80,,,,,
8/30/2025,1,200-17 LEO TUBE,150,150,,,,,
8/30/2025,1,Brake Pad,120,120,,,,,
8/30/2025,3,Washer,2,6,,,,,
8/30/2025,1,Cable Tie,10,10,,,,,
8/30/2025,1,Caliper,550,550,,,,,
8/30/2025,1,Spark Plug Cup,40,40,,,,,
8/30/2025,1,CDI SA–XRM 125,350,350,,,,,
8/30/2025,1,Chain Lube,150,150,,,,,
8/30/2025,1,Oil Filter,50,50,,,,,
8/30/2025,1,HI-TEMP GREASE,30,30,,,,,
8/30/2025,1,Castrol Power 1 800ml,315,315,,,,,
8/30/2025,2,Cable Tie,10,20,,,,,
8/30/2025,1,Tubeless Valve,30,30,,,,,
8/30/2025,1,Brake Pump Master,300,300,,,,,
8/30/2025,1,SAE 40 1L ,200,200,,,,,
8/30/2025,1,Hub Dumper,100,100,,,,,
8/30/2025,1,250–17 TIRE,550,550,,,,,
8/30/2025,1,250–17 LEo Tube,170,170,,,,,
8/30/2025,1,sae 40 1L ,200,200,,,,,
8/30/2025,1,CDI,200,200,,,,,
8/30/2025,1,CDI Socket,80,80,,,,,
8/30/2025,2,Plate Bolt,20,40,,,,,
8/30/2025,1,Hirc Center Spring,310,310,,,,,
8/30/2025,1,Yamalube Blue Core 1L,360,360,,,,,
8/30/2025,1,Gear Oil (Fully),190,190,,,,,
8/30/2025,1,Fuel Pump + Filter V3,150,150,,,,,
8/30/2025,1,Wire,40,40,,,,,
8/30/2025,1,Carbon Brush,270,270,,,,,
8/30/2025,3,Electrical Tape,30,90,,,,,
8/30/2025,1,Socket ,80,80,,,,,
8/30/2025,1,Washer,12,12,,,,,
8/30/2025,1,Hand Grip,220,220,,,,,
8/30/2025,1,Bolt,10,10,,,,,
8/30/2025,1,Park Light LED,150,150,,,,,
8/30/2025,1,Tube,100,100,,,,,
8/30/2025,1,SAE 400 200 ,50,50,,,,,
8/30/2025,1,Seat Cover,230,230,,,,,
8/30/2025,1,Chain,300,300,,,,,
8/30/2025,1,Fully 800ml,250,250,,,,,
8/30/2025,1,Brake Shoe,150,150,,,,,
8/30/2025,1,Side Mirror,250,250,,,,,
8/30/2025,1,Socket Light,80,80,,,,,
8/30/2025,1,Bolt,20,20,,,,,
8/31/2025,1,Brake Pad Original (06455-k59-A71),495,495,,,,,
8/31/2025,1,Brake Shoe Original (06430-K44-V80),345,345,,,,,
8/31/2025,1,Impeller 157-E2450-O1,335,335,,,,,
8/31/2025,1,Spark Plug Cap,40,40,,,,,
8/31/2025,1,Handle Switch On/Off,80,80,,,,,
8/31/2025,1,Headlight Socket,20,20,,,,,
8/31/2025,2,Clutch Lining (BK6-E6321-00),190,380,,,,,
8/31/2025,1,Clutch Lining (2PV-E6321-00),205,205,,,,,
8/31/2025,2,OIL SEAL (3AY-F3145-00),150,300,,,,,
8/31/2025,1,Fork Oil,80,80,,,,,
8/31/2025,2,Bolt,10,20,,,,,
8/31/2025,1,Starter Relay,220,220,,,,,
8/31/2025,1,Yamalube Blue Core 1L ,360,360,,,,,
8/31/2025,1,Gear Oil,65,65,,,,,
8/31/2025,1,Spark Plug Original,180,180,,,,,
8/31/2025,1,Flashing,80,80,,,,,
8/31/2025,1,Brake Shoe STX RR,220,220,,,,,
8/31/2025,1,Spark Plug NGK,180,180,,,,,
8/31/2025,3,Fuse,10,30,,,,,
8/31/2025,3,Washer,5,15,,,,,
8/31/2025,1,Ignition Coil,280,280,,,,,
8/31/2025,1,On/Off Switch,50,50,,,,,
8/31/2025,1,250–17 Leo Tube ,170,170,,,,,
8/31/2025,1,Oil Filter,50,50,,,,,
8/31/2025,1,Brake Fluid,70,70,,,,,
8/31/2025,1,Sand Paper,40,40,,,,,
8/31/2025,1,Clutch Cable,150,150,,,,,
8/31/2025,1,Brake Shoe Original,380,380,,,,,
8/31/2025,2,Bearing 6301 NSK,250,500,,,,,
8/31/2025,1,Brake Cable,220,220,,,,,
8/31/2025,1,SLIDER,170,170,,,,,
8/31/2025,1,HI-TEMP GREASE,30,30,,,,,
8/31/2025,1,HIRC Air Filter Washable ,400,400,,,,,
8/31/2025,1,CVT,220,220,,,,,
8/31/2025,20,Fuse,10,200,,,,,
8/31/2025,1,Yamalube Blue Core 1L ,360,360,,,,,
8/31/2025,1,225-17 LEO TUBE,160,160,,,,,
8/31/2025,1,Brake Fluid,70,70,,,,,
8/31/2025,1,ELECTRICAL TAPE,30,30,,,,,
8/31/2025,1,Brake Switch,50,50,,,,,
8/31/2025,1,MANIFOLD,200,200,,,,,
8/31/2025,1,SEALANT,120,120,,,,,
8/31/2025,1,SPARK PLUG NGK,180,180,,,,,
8/31/2025,1,Brake Pad,170,170,,,,,
8/31/2025,1,Shell 800ml,315,315,,,,,
8/31/2025,1,PRESTONE Coolant ,180,180,,,,,
8/31/2025,2,Allen Bolt 6×35,30,60,,,,,
8/31/2025,1,Side Mirror,250,250,,,,,
8/31/2025,4,Washer,2,8,,,,,
8/31/2025,1,Sand Paper,30,30,,,,,
8/31/2025,1,Left Handle Clutch,250,250,,,,,
8/31/2025,1,Brake Pad,120,120,,,,,
8/31/2025,1,Shell 1L,360,360,,,,,
8/31/2025,1,4L THAIWORKZ,450,450,,,,,
8/31/2025,1,Plate Bolt,20,40,,,,,
8/31/2025,1,Shell 1L,360,360,,,,,
8/31/2025,1,,20,20,,,,,
8/31/2025,1,Sprocket Set (2PV–W001A–00),1240,1240,,,,,
8/31/2025,1,Tensioner (2PV–E221O–01),830,830,,,,,
8/31/2025,1,Oil Filter,50,50,,,,,
8/31/2025,1,Castrol 1L Power1,360,360,,,,,
8/31/2025,1,SAE T0–200,55,55,,,,,
8/31/2025,1,CLUTCH CABLE,150,150,,,,,
8/31/2025,1,300–17 LEO Tube,190,190,,,,,
8/31/2025,2,Extension,30,60,,,,,
8/31/2025,1,70/80–17 Tubeless,920,920,,,,,
8/31/2025,1,80/90–17 TUBELESS,1150,1150,,,,,
8/31/2025,1,BRAKE SWITCH,40,40,,,,,
8/31/2025,1,LED Headlight,250,250,,,,,
8/31/2025,1,Throttle Cable ,150,150,,,,,
8/31/2025,2,Bolt,10,20,,,,,
8/31/2025,2,ELECTRICAL TAPE,30,60,,,,,
8/31/2025,1,BRAKE SWITCH,100,100,,,,,
8/31/2025,1,SPARK PLUG NGK ,180,180,,,,,
8/31/2025,1,WIRE,20,20,,,,,
8/31/2025,1,SHELL 1L,360,360,,,,,
8/31/2025,1,SEAT COVER,220,220,,,,,
8/31/2025,1,FUEL FILTER ,30,30,,,,,
8/31/2025,1,TERMINAL HORN ,20,20,,,,,
8/31/2025,1,SPLIT TIRE,200,200,,,,,
8/31/2025,1,4L THAIWORKZ ,450,450,,,,,
8/31/2025,1,BATTERY TERMINAL,10,10,,,,,
8/31/2025,1,BRAKE MASTER ,320,320,,,,,
8/31/2025,1,CLAMP SWITCH,70,70,,,,,
8/31/2025,1,BULB ,30,30,,,,,
9/1/2025,2,90/90-14 Silvestre Tubeless Motorcycle Tire,"1,150","2,300",,,,,
9/1/2025,1,90/90-14 BEAST Tubeless TIRE,"1,450","1,450",,,,,
