DATE,QTY,PRODUCT NAME,PRICE PER UNIT,TOTAL,PAYMENT METHOD,,,,
8/10/2025,1,PYLOX ,150,150,,,,,
8/10/2025,1,,60,60,,,,,
8/10/2025,1,EXHAUST GASKET,30,30,,,,,
8/10/2025,1,Silvestre AT Fully 800ml,260,260,,,,,
8/10/2025,1,SIGNAL LIGHT BULB,20,20,,,,,
8/10/2025,1,TAIL LIGHT BULB ,30,30,,,,,
8/11/2025,1,RELAY STARTER,250,250,,,,,
8/11/2025,1,275-18 TUBE,190,190,,,,,
8/11/2025,1,SPARKPLUG,180,180,,,,,
8/11/2025,2,BEARING (6201),80,160,,,,,
8/11/2025,2,CHAIN ADJUSTER,60,120,,,,,
8/11/2025,2.5,WIRE (Per Meter),40,100,,,,,
8/11/2025,2,WIRE (Length/Unit),40,80,,,,,
8/11/2025,4,PEANUT BULB,10,40,,,,,
8/11/2025,1,Small Bearing Seal,60,60,,,,,
8/11/2025,1,Cable Guide,50,50,,,,,
8/11/2025,1,Handle Grip Glue,45,45,,,,,
8/11/2025,1,Electrical Tape,30,30,,,,,
8/11/2025,1,Side Stand Spring,30,30,,,,,
8/11/2025,1,Fuse (Pack of 5),20,20,,,,,
8/11/2025,1,Clip Nut (Pack),20,20,,,,,
8/11/2025,1,RUG,20,20,,,,,
8/11/2025,1,BOLT AND WASHER ,20,20,,,,,
8/11/2025,1,Bolt M6x15,15,15,,,,,
8/11/2025,1,GREASE,10,10,,,,,
8/11/2025,1,Oil Seal LIFAN 150 31/43/105,200,200,,,,,
8/11/2025,1,Silvestre AT Fully 800ml,260,260,,,,,
8/11/2025,1,Gear Oil FULLY,95,95,,,,,
8/11/2025,1,SHELL 1L ,350,350,,,,,
8/11/2025,1,Grease,10,10,,,,,
8/11/2025,1,Oil Seal,50,50,,,,,
8/11/2025,1,Oil Seal + Dust,80,160,,,,,
8/11/2025,1,Fork Oil,80,80,,,,,
8/11/2025,1,RUG,10,10,,,,,
8/11/2025,1,Gasket ALL,100,100,,,,,
8/11/2025,1,THROTTLE CABLE,150,150,,,,,
8/11/2025,1,Spark Plug NGK,180,180,,,,,
8/11/2025,1,LED BulB BIG,220,220,,,,,
8/11/2025,2,4L,410,820,,,,,
8/11/2025,1,Footrest XRM REAR,150,150,,,,,
8/11/2025,2,Bearing NSK,220,440,,,,,
8/11/2025,1,Disc Plate ORiginal (R150),1296,1296,,,,,
8/11/2025,1,Brake Pad ORiginal (Yamaha),351,351,,,,,
8/11/2025,1,Brake Bulb,30,30,,,,,
8/11/2025,1,H Temp,30,30,,,,,
8/11/2025,1,3 WAY SWITCH ,250,250,,,,,
8/11/2025,1,Fully 800ML ,255,255,,,,,
8/11/2025,1,Bolt,13,13,,,,,
8/11/2025,1,Wire,60,60,,,,,
8/11/2025,1,CABLE TIE,10,10,,,,,
8/11/2025,1,SANDPAPER,30,30,,,,,
8/11/2025,2,RUG,10,20,,,,,
8/11/2025,1,Block 2PV-E1311-10,2430,2430,,,,,
8/11/2025,1,Piston Pin 3C1-E1633-00,170,170,,,,,
8/11/2025,1,Piston Ring 2PV-E1603-00,560,560,,,,,
8/11/2025,1,Base Gasket 50C-E1351-00,110,110,,,,,
8/11/2025,1,Top Gasket 2PV-E1181-00,195,195,,,,,
8/11/2025,1,Piston 3C1-E1631-11,2100,2100,,,,,
8/11/2025,1,Fully 1L,280,280,,,,,
8/11/2025,1,Coolant,200,200,,,,,
8/11/2025,1,Oil Filter,50,50,,,,,
8/11/2025,1,Spark Plug NGK,180,180,,,,,
8/11/2025,1,BRAKE PAD,150,150,,,,,
8/11/2025,1,SEALANT,120,120,,,,,
8/12/2025,1,ON/OFF switch,80,80,,,,,
8/12/2025,1,7A MOTOLITE,800,800,,,,,
8/12/2025,1,BEARING,80,80,,,,,
8/12/2025,1,GREASE,10,10,,,,,
8/12/2025,1,HORN SWITCH,50,50,,,,,
8/12/2025,1,TERMINAL CABLE,10,20,,,,,
8/12/2025,2,80/90-14 BEAST,1200,"1,200",,,,,
8/12/2025,1,TUBELESS VALVE,40,40,,,,,
8/12/2025,1,BOLT,40,40,,,,,
8/12/2025,1,STARTER SWITCH,70,70,,,,,
8/12/2025,1,4L THAIWORKZ,450,450,,,,,
8/12/2025,1,DEEP STICK,80,80,,,,,
8/12/2025,1,MULTI 800ml ,200,200,,,,,
8/12/2025,2,O'RING,30,60,,,,,
8/12/2025,1,SEAT COVER,220,220,,,,,
8/12/2025,1,WD40,220,220,,,,,
8/12/2025,1,BRAKE SWITCH,70,70,,,,,
8/12/2025,1,SPARK PLUG,80,80,,,,,
8/12/2025,1,BEARING 6203,90,90,,,,,
8/12/2025,1,TIRE BLACK,100,100,,,,,
8/12/2025,1,CHAIN LOCK,20,20,,,,,
8/12/2025,1,AXLE SLEEVE,80,80,,,,,
8/12/2025,1,SHOE ORIG NMAX,1190,"1,190",,,,,
8/12/2025,3,CLUTCH SPRING ORIG,90,270,,,,,
8/12/2025,1,GEAR TULLY,95,95,,,,,
8/12/2025,2,SAND PAPER,15,30,,,,,
8/12/2025,1,FORK OIL,80,80,,,,,
8/12/2025,2,250-17 TIRE,530,"1,060",,,,,
8/12/2025,2,FULLY 1L (Synthetic Oil),280,560,,,,,
8/12/2025,1,BRAKE PAD ORIGINAL,390,390,,,,,
8/12/2025,1,REGULATOR,350,350,,,,,
8/12/2025,2,225-17 TUBE,160,320,,,,,
8/12/2025,1,LED HEAD BULB,280,280,,,,,
8/12/2025,1,HIRC CENTER SPRING,260,260,,,,,
8/12/2025,1,HANDGRIP,250,250,,,,,
8/12/2025,1,SIDE MIRROR,250,250,,,,,
8/12/2025,1,PISTON RING,250,250,,,,,
8/12/2025,1,VALVE SEAL,250,250,,,,,
8/12/2025,1,MASHROOM (Air Filter Cap),230,230,,,,,
8/12/2025,1,SPROCKET,230,230,,,,,
8/12/2025,1,COOLANT 1L,200,200,,,,,
8/12/2025,1,O RING GASKET,200,200,,,,,
8/12/2025,2,BEARING (6201),80,160,,,,,
8/12/2025,1,BRAKE CABLE,150,150,,,,,
8/12/2025,1,Inner Tube 2.50-17,120,120,,,,,
8/12/2025,1,Throttle Cable,120,120,,,,,
8/12/2025,1,OIL SEAL ,100,100,,,,,
8/12/2025,1,Chain Lube (Small),100,100,,,,,
8/12/2025,1,Flasher Relay,90,90,,,,,
8/12/2025,1,Spark Plug,85,85,,,,,
8/12/2025,1,Brake Fluid,70,70,,,,,
8/12/2025,1,Fuse Box,70,70,,,,,
8/12/2025,1,Oil Filter,50,50,,,,,
8/12/2025,1,Cable Guide,50,50,,,,,
8/12/2025,1,Headlight Bulb,50,50,,,,,
8/12/2025,1,Gasket Maker,45,45,,,,,
8/12/2025,1,Hand Grip Glue,45,45,,,,,
8/12/2025,1,Brake Shoe (Small),150,150,,,,,
8/12/2025,1,Battery Terminal Set,34,34,,,,,
8/12/2025,1,Electrical Tape,30,30,,,,,
8/12/2025,3,BOLT (Assorted),10,30,,,,,
8/12/2025,1,Tire Valve (Tubeless),25,25,,,,,
8/12/2025,2,"TIRE 90/80-14 (High Value, substituted for ""NULL"")",600,"1,200",,,,,
8/12/2025,1,HIRC SHOCK (Pair),800,800,,,,,
8/12/2025,1,4L BATTERY (THAIWORKZ),450,450,,,,,
8/12/2025,2,SPOKE (Set of 36),200,400,,,,,
8/12/2025,1,CHAIN (Heavy Duty),300,300,,,,,
8/12/2025,1,AT MULTI 800ML (Oil),215,215,,,,,
8/12/2025,1,HALOGEN BULB,200,200,,,,,
8/12/2025,1,Hand Grip Set,200,200,,,,,
8/12/2025,2,BRAKE FLUID (DOT 3/4),70,140,,,,,
8/12/2025,1,Gasket Maker Sealant,135,135,,,,,
8/12/2025,1,Clutch Cable,120,120,,,,,
8/12/2025,1,Speedometer Cable,110,110,,,,,
8/12/2025,1,Spark Plug NGK,85,85,,,,,
8/12/2025,1,Inner Tube 3.00-17,170,170,,,,,
8/12/2025,1,Oil Filter (Standard),50,50,,,,,
8/13/2025,1,SAE 40 200 ,55,55,,,,,
8/13/2025,1,SEAT COVER ,250,250,,,,,
8/13/2025,1,SIDE MIRROR,250,250,,,,,
8/13/2025,4,BULB,30,120,,,,,
8/13/2025,2,WIRE,40,80,,,,,
8/13/2025,1,90/80-17 SILVESTRE TUBELESS WITH SEALANT,1200,1200,,,,,
8/13/2025,1,SEALANT,120,120,,,,,
8/13/2025,1,HAND GRIP,200,200,,,,,
8/13/2025,1,FULLY1,280,280,,,,,
8/13/2025,1,NUT,20,20,,,,,
8/13/2025,3,GREASE ,10,30,,,,,
8/13/2025,1,275-17 TIRE,670,670,,,,,
8/13/2025,1,BRAKE PAD ORIGINAL,370,370,,,,,
8/13/2025,1,CHAIN 130L,320,320,,,,,
8/13/2025,1,LED HEAD BULB,280,280,,,,,
8/13/2025,1,FULLY 1L (Synthetic Oil),270,270,,,,,
8/13/2025,1,SEAT COVER,250,250,,,,,
8/13/2025,1,WD40 (Lubricant),220,220,,,,,
8/13/2025,1,BRAKE SHOE,220,220,,,,,
8/13/2025,6,BULB (Signal/T10),30,180,,,,,
8/13/2025,2,SPARKPLUG,80,160,,,,,
8/13/2025,1,200-17 LEO TUBE ,150,150,,,,,
8/13/2025,1,Bearing 6301,150,150,,,,,
8/13/2025,1,Chain Lube (Spray),186,186,,,,,
8/13/2025,1,Clutch Cable,120,120,,,,,
8/13/2025,1,Throttle Cable,110,110,,,,,
8/13/2025,1,Speedo Cable,100,100,,,,,
8/13/2025,1,Flasher Relay,90,90,,,,,
8/13/2025,1,Brake Fluid,70,70,,,,,
8/13/2025,1,Fuse Box,70,70,,,,,
8/13/2025,6,GRASA (Grease),10,60,,,,,
8/13/2025,1,Oil Filter,50,50,,,,,
8/13/2025,1,Gasket Maker,45,45,,,,,
8/13/2025,1,Handle Grip Glue,45,45,,,,,
8/13/2025,2,BOLT (M8x20),20,40,,,,,
8/14/2025,1,Oil Filter,50,50,,,,,
8/14/2025,1,Brake Switch (Rear),70,70,,,,,
8/14/2025,1,Brake Switch (Front),50,50,,,,,
8/14/2025,1,Bulb,30,30,,,,,
8/14/2025,1,Brake Pad Silvestre,200,200,,,,,
8/14/2025,1,engine lock,20,20,,,,,
8/14/2025,1,Spark Plug Bosch,180,180,,,,,
8/14/2025,1,Gear Oil FULLY,65,65,,,,,
8/14/2025,1,Bolt,10,20,,,,,
8/14/2025,1,SHELL 800ml,315,630,,,,,
8/14/2025,1,Spark Plug Bosch,180,360,,,,,
8/14/2025,1,Fully 1L,270,270,,,,,
8/14/2025,1,Castrol 1L Activ,265,265,,,,,
8/14/2025,1,Sealant,120,120,,,,,
8/14/2025,1,Fuse,10,10,,,,,
8/14/2025,1,grease,10,10,,,,,
8/14/2025,1,250-17 LEO TUBE,170,170,,,,,
8/14/2025,1,Spray Paint,150,150,,,,,
8/14/2025,2,Carburator Kit,130,260,,,,,
8/14/2025,1,Fuel Lock,120,120,,,,,
8/14/2025,1,Fuel Filter (Wh125),50,50,,,,,
8/14/2025,1,Oil Seal,50,50,,,,,
8/14/2025,1,Oil Seal Original,100,100,,,,,
8/14/2025,1,Torque Bearing Original,260,260,,,,,
8/14/2025,1,Seat Cover,250,250,,,,,
8/14/2025,1,Seat Cover,300,300,,,,,
8/14/2025,1,Fuel Lock,120,120,,,,,
8/14/2025,1,Telescopic (XRM Assy),1320,1320,,,,,
8/14/2025,1,Ball Race,250,250,,,,,
8/14/2025,2,GREASE,10,20,,,,,
8/14/2025,1,Sand Paper,30,30,,,,,
8/14/2025,1,Electrical,30,30,,,,,
8/14/2025,1,Bolt 10x60,45,45,,,,,
8/14/2025,1,Washer,5,5,,,,,
8/14/2025,2,Nut,7,14,,,,,
8/14/2025,1,Clutch Cable,150,150,,,,,
8/14/2025,1,Fuse,10,10,,,,,
8/14/2025,1,SILVESTRE Brake Pads ,200,200,,,,,
8/14/2025,1,Brake Fluid,70,70,,,,,
8/14/2025,1,Shock Mio (HRC),800,800,,,,,
8/14/2025,2,3 WAY SWITCH ,200,400,,,,,
8/14/2025,1,Interlock Relay,100,100,,,,,
8/14/2025,10,Battery Terminal,10,100,,,,,
8/14/2025,1,Spark Plug,80,80,,,,,
8/14/2025,1,Allen 6×35,40,40,,,,,
8/14/2025,1,Thaworkz 4L,450,450,,,,,
8/14/2025,1,Fuel Filter,30,30,,,,,
8/14/2025,1,Repair Kit,120,120,,,,,
8/14/2025,1,Brake Fluid,70,70,,,,,
8/14/2025,1,250-17 LEO TIRE,550,550,,,,,
8/14/2025,1,225-17 TUBE,160,160,,,,,
8/14/2025,1,WIRE,60,60,,,,,
8/14/2025,1,2.00-17 Tube,150,150,,,,,
8/14/2025,1,Starter Relay R150,280,280,,,,,
8/14/2025,1,Hand Grip,220,220,,,,,
8/14/2025,1,Side Mirror,100,100,,,,,
8/14/2025,1,Brake Hose,120,120,,,,,
8/14/2025,1,Chain Lock,25,25,,,,,
8/15/2025,1,200-17 LEO TUBE ,150,150,,,,,
8/15/2025,1,CASTROL 800ML POWER1,315,315,,,,,
8/15/2025,2,BEARING,80,160,,,,,
8/15/2025,1,REAR AXLE XRM,120,120,,,,,
8/15/2025,1,Brake Pad ORiginal ,390,390,,,,,
8/15/2025,1,CASTROL 800ML POWER1,315,315,,,,,
8/15/2025,1,CHAIN 120L,300,300,,,,,
8/15/2025,1,HIRC PHONE HOLDER,200,200,,,,,
8/15/2025,2,BOLT,10,20,,,,,
8/15/2025,2,BRAKE PAD,120,240,,,,,
8/15/2025,1,HIRC GLOVE ,350,350,,,,,
8/15/2025,1,STARTER MOTOR R150,"1,000","1,000",,,,,
8/15/2025,1,BRAKE PAD,120,120,,,,,
8/15/2025,1,ADAPTOR,50,50,,,,,
8/15/2025,1,ENGINE SPROCKET,130,130,,,,,
8/15/2025,1,CHAIN R150 FI ,970,970,,,,,
8/15/2025,1,BRAKE PAD,200,200,,,,,
8/15/2025,1,ELECTRICAL TAPE,30,30,,,,,
8/15/2025,1,SPARK PLUG,180,180,,,,,
8/15/2025,1,DISC BRAKE SNIPER - LOCAL,500,500,,,,,
8/15/2025,1,RUG,10,10,,,,,
8/15/2025,3,BOLT 6X25,15,45,,,,,
8/15/2025,1,GREASE,10,10,,,,,
8/15/2025,1,BRAKE FLUID TANK,160,160,,,,,
8/15/2025,1,FORK OIL,80,80,,,,,
8/15/2025,1,CABLE TIE,20,20,,,,,
8/15/2025,1,BOLT PLATE,20,20,,,,,
8/15/2025,1,,50,50,,,,,
8/15/2025,1,RUG,10,10,,,,,
8/15/2025,4,BOLT 6X20,25,100,,,,,
8/15/2025,1,PLATE BOLT,10,10,,,,,
8/15/2025,5,FUSE,10,50,,,,,
8/15/2025,4,BOLT,10,40,,,,,
8/15/2025,4,WASHER,2,8,,,,,
8/15/2025,1,ELECTRICAL TAPE,30,30,,,,,
8/15/2025,1,225-17 LEO TUBE,160,160,,,,,
8/15/2025,1,ELECTRICAL TAPE,30,30,,,,,
8/15/2025,1,Silvestre AT Fully 800ml,260,260,,,,,
8/16/2025,1,SHELL SCOOTER,300,300,,,,,
8/16/2025,1,Footrest Front,100,100,,,,,
8/16/2025,1,Pulley Ball Original 19g ,270,270,,,,,
8/16/2025,1,XRM/Mio Bulb Cover,360,360,,,,,
8/16/2025,2,GEAR OIL FULLY,95,190,,,,,
8/16/2025,1,Silvestre AT Fully 800ml,250,250,,,,,
8/16/2025,1,Carburator CB125,770,770,,,,,
8/16/2025,1,T-Cable XRM 125,130,130,,,,,
8/16/2025,1,Switch,40,40,,,,,
8/16/2025,1,Hand Grip,220,220,,,,,
8/16/2025,1,Hirc Pulley Ball,365,365,,,,,
8/16/2025,1,Belt,580,580,,,,,
8/16/2025,1,Tire Valve,50,50,,,,,
8/16/2025,1,250–17 Leo Tube,170,170,,,,,
8/16/2025,2,FUSE,10,20,,,,,
8/16/2025,1,Tail Light Bulb,30,30,,,,,
8/16/2025,1,Head Light Bulb ,30,30,,,,,
8/16/2025,1,RUG,10,10,,,,,
8/16/2025,1,Ball Rase,250,250,,,,,
8/16/2025,2,6300 Original Bearing,250,500,,,,,
8/16/2025,2,Hi Temp Grease,30,60,,,,,
8/16/2025,1,6x35 Belt,30,30,,,,,
8/16/2025,1,Spray Paint,180,180,,,,,
8/16/2025,1,,250,250,,,,,
8/16/2025,1,Electrical Tape,30,30,,,,,
8/16/2025,1,Wire,30,60,,,,,
8/16/2025,1,Electrical Tape,30,30,,,,,
8/16/2025,1,Bulb,20,20,,,,,
8/16/2025,1,Bearing,80,160,,,,,
8/16/2025,1,4L Motorlite,750,750,,,,,
8/16/2025,1,Signal Key,150,150,,,,,
8/16/2025,1,Horn,150,150,,,,,
8/16/2025,1,Yamalube  Blue Core 1L ,360,360,,,,,
8/16/2025,1,Gear Oil (Fully),95,190,,,,,
8/16/2025,1,Hand Grip,250,250,,,,,
8/16/2025,1,250–17 Leo Tire ,550,550,,,,,
8/16/2025,1,250–17 Tube,170,170,,,,,
8/16/2025,1,Hirc MDC V6,1200,1200,,,,,
8/16/2025,2,Oil Filter,50,100,,,,,
8/16/2025,1,Tail Light Bulb,30,30,,,,,
8/16/2025,1,T Bolt,10,10,,,,,
8/16/2025,1,Cable Tie,10,10,,,,,
8/16/2025,1,Nut and Washer,12,12,,,,,
8/16/2025,1,RUG,10,10,,,,,
8/16/2025,1,Disc Plate,450,450,,,,,
8/16/2025,1,Brake Pad,120,120,,,,,
8/16/2025,1,Brake Hose,200,200,,,,,
8/16/2025,1,Brake Fluid,70,70,,,,,
8/16/2025,1,Pulley Oil Seal Mio,100,100,,,,,
8/16/2025,1,Magnet Washer,100,100,,,,,
8/16/2025,1,Electrical Tape,30,30,,,,,
8/16/2025,1,Hosn,300,300,,,,,
8/16/2025,25,WIRE,40,100,,,,,
8/16/2025,4,SOCKET WITH WIRE,15,60,,,,,
8/16/2025,1,4L THAIWORKZ,450,450,,,,,
8/16/2025,1,Fuse,10,10,,,,,
8/16/2025,2,C-Tie,10,20,,,,,
8/16/2025,1,AT Fully 810ml,260,260,,,,,
8/16/2025,1,Seat Cover,250,250,,,,,
8/16/2025,2,420 Chain Lock,25,50,,,,,
8/16/2025,1,Sprocket,220,220,,,,,
8/16/2025,1,Chain 428,320,320,,,,,
8/16/2025,1,Multi Purpose Oil 1L,230,230,,,,,
8/16/2025,1,Oil Filter,50,50,,,,,
8/16/2025,2,6x15 Bolt with Nut,12,24,,,,,
8/16/2025,1,Electrical Tape,30,30,,,,,
8/16/2025,1,Fuse,20,20,,,,,
8/16/2025,1,AT Fully 810ml,260,260,,,,,
8/16/2025,1,Gear Oil Fully,95,95,,,,,
8/17/2025,1,110/70-14 TUBELESS TIRE,"1,450","1,450",,,,,
8/17/2025,1,5L MOTOLITE BATTERY,800,800,,,,,
8/17/2025,3,Side Mirror,250,750,,,,,
8/17/2025,3,Silvestre AT Fully 800ml (Synthetic Oil),250,750,,,,,
8/17/2025,1,6N5 BATTERY POWER1,720,720,,,,,
8/17/2025,1,SHOE ORIGINAL,670,670,,,,,
8/17/2025,1,275-17 RAPTOR LEO TIRE,650,650,,,,,
8/17/2025,2,SHELL 800ML (Oil),315,630,,,,,
8/17/2025,2,FULLY SYNTHETIC OIL 1L,280,560,,,,,
8/17/2025,1,250-17 LEO TIRE,550,550,,,,,
8/17/2025,1,BELT ORIGINAL,540,540,,,,,
8/17/2025,1,BELT SPORTY ORIGINAL,540,540,,,,,
8/17/2025,2,HIRC PULLEY BALL,235,470,,,,,
8/17/2025,4,Bearing (6301/6201),80,320,,,,,
8/17/2025,1,BREAK MASTER ASSY,320,320,,,,,
8/17/2025,1,CASTROL GOLD 800ML,315,315,,,,,
8/17/2025,1,SHELL SCOOTER (800ML),300,300,,,,,
8/17/2025,1,HANDLE SWITCH LH XRM,280,280,,,,,
8/17/2025,1,CASTROL 1L,265,265,,,,,
8/17/2025,1,SHELL 1L,255,255,,,,,
8/17/2025,1,HANDLE GRIP,250,250,,,,,
8/17/2025,2,Sealant (Tube),120,240,,,,,
8/17/2025,1,CASTROL ACTIV 800ML,240,240,,,,,
8/17/2025,1,GEAR BOX,200,200,,,,,
8/17/2025,1,BELL NUT SPORTY ORIGINAL,180,180,,,,,
8/17/2025,2,Headlight Socket,80,160,,,,,
8/17/2025,1,Clutch Cable,150,150,,,,,
8/17/2025,1,Throttle Cable,120,120,,,,,
8/17/2025,1,Speedo Cable,100,100,,,,,
8/17/2025,3,LED Bulb (Signal),30,90,,,,,
8/17/2025,1,Air Filter Sponge,95,95,,,,,
8/17/2025,2,Head Lights (Bulb),30,60,,,,,
8/17/2025,5,Clip Nut,10,50,,,,,
8/17/2025,1,Cable Guide,50,50,,,,,
8/17/2025,1,Handle Grip Glue,33,33,,,,,
8/17/2025,1,Front Axle Nut,30,30,,,,,
8/17/2025,1,Electrical Tape,30,30,,,,,
8/17/2025,1,Brake Lever Bushing,28,28,,,,,
8/17/2025,1,Tire Valve (Tubeless),25,25,,,,,
8/17/2025,1,Valve Cap,20,20,,,,,
8/17/2025,1,Rubber Grommet (Pack),20,20,,,,,
8/17/2025,2,Fuse,10,20,,,,,
8/17/2025,1,Washer (Assorted Pack),14,14,,,,,
8/17/2025,1,Cable Tie (Large),15,15,,,,,
8/17/2025,1,Bolt M6x15,15,15,,,,,
8/17/2025,2,Nut (M6),5,10,,,,,
8/17/2025,1,Nut M8,10,10,,,,,
8/17/2025,16,Small Bolt (M6x10),5,80,,,,,
8/17/2025,2,Gasket (Exhaust),45,90,,,,,
8/17/2025,1,Brake Shoe (Small),150,150,,,,,
8/17/2025,1,Chain (120L),220,220,,,,,
8/17/2025,1,Inner Tube 3.00-17,170,170,,,,,
8/17/2025,1,Brake Fluid,70,70,,,,,
8/17/2025,1,Gear Oil,85,85,,,,,
8/17/2025,1,Oil Filter,50,50,,,,,
8/17/2025,1,Gasket Maker,45,45,,,,,
8/17/2025,1,Handle Grip (Foam),70,70,,,,,
8/17/2025,1,Flasher Relay,90,90,,,,,
8/17/2025,1,Speedometer Gear,120,120,,,,,
8/17/2025,1,Rubber Matting,150,150,,,,,
8/17/2025,1,Signal Light Assy (Single),180,180,,,,,
8/17/2025,1,HIRC AIR FILTER ,400,400,,,,,
8/18/2025,1,Throttle Cable,150,150,,,,,
8/18/2025,1,Silvestre AT Fully 800ml,260,260,,,,,
8/18/2025,1,Multi 1L,230,230,,,,,
8/18/2025,1,200–17 Tube,150,150,,,,,
8/18/2025,5,Fuse,10,50,,,,,
8/18/2025,1,Spark Plug,180,180,,,,,
8/18/2025,1,Spark Plug Cup,40,40,,,,,
8/18/2025,4,Chain Lock,25,100,,,,,
8/18/2025,1,Brake Pad,120,120,,,,,
8/18/2025,1,Gear Oil Multi Purpose,65,65,,,,,
8/18/2025,2,Bearing 6301,80,160,,,,,
8/18/2025,1,200–17 LEO Tube ,150,150,,,,,
8/18/2025,2,Grease,10,20,,,,,
8/18/2025,2,Cable Tie,10,20,,,,,
8/18/2025,1,Fully 1L,280,280,,,,,
8/18/2025,1,Oil Filter,50,50,,,,,
8/18/2025,1,Seat Cover,250,250,,,,,
8/18/2025,1,Grease,10,10,,,,,
8/18/2025,2,Electrical Tape,30,60,,,,,
8/18/2025,1,Gasket All,100,100,,,,,
8/18/2025,1,275-17 LEO TUBE,170,170,,,,,
8/18/2025,1,fuse,10,10,,,,,
8/18/2025,1,heat cover,190,190,,,,,
8/18/2025,1,Footrest Rear,150,150,,,,,
8/18/2025,3,Allen Stainless 8×30 Bolt,30,90,,,,,
8/18/2025,1,Oil Seal Fully Side Beat Original,150,150,,,,,
8/18/2025,1,Wire,40,40,,,,,
8/18/2025,1,250–17 LEO Tire ,530,530,,,,,
8/18/2025,1,Castrol 800mL White,240,240,,,,,
8/18/2025,1,Silvestre AT Fully 800ml,260,260,,,,,
8/18/2025,1,Ball Race Original,620,620,,,,,
8/18/2025,1,Hi-Temp Grease,30,30,,,,,
8/18/2025,1,RUG,10,10,,,,,
8/18/2025,1,Slider (ORG),170,170,,,,,
8/18/2025,1,Air Filter,220,220,,,,,
8/18/2025,1,Gear Oil Fully,95,95,,,,,
8/18/2025,1,Coolant 1L,200,200,,,,,
8/18/2025,1,Silvestre AT Fully 800ml,260,260,,,,,
8/18/2025,1,Flat Bar,100,100,,,,,
8/18/2025,2,Brake Shoe,150,300,,,,,
8/18/2025,1,T-Cable XRM (125),140,140,,,,,
8/18/2025,2,Wire,40,80,,,,,
8/18/2025,1,Head Bulb,30,30,,,,,
8/18/2025,1,Starter Switch,75,75,,,,,
8/18/2025,1,Shell Advance 800mL,315,315,,,,,
8/18/2025,1,Oil Filter Yamaha,50,50,,,,,
8/18/2025,1,Brake Shoe,200,200,,,,,
8/18/2025,1,428–30 Chain,320,320,,,,,
8/18/2025,1,Chain Lock,20,20,,,,,
8/19/2025,1,Spark Plug,80,80,,,,,
8/19/2025,1,SAE 40 200ml,55,55,,,,,
8/19/2025,2,Bolt ,30,20,,,,,
8/19/2025,1,Clutch Holder,150,150,,,,,
8/19/2025,1,Clutch Cable ,150,150,,,,,
8/19/2025,1,Yamalube  Blue Core 1L,360,360,,,,,
8/19/2025,1,Bulb,30,30,,,,,
8/19/2025,1,Castrol 800ml Power1,315,315,,,,,
8/19/2025,1,,450,450,,,,,
8/19/2025,1,70/80-17 TUBELESS,900,900,,,,,
8/19/2025,1,Sealant,100,100,,,,,
8/19/2025,2,Plate Bolt,10,20,,,,,
8/19/2025,1,Bolt 10x25 w/ Nut,25,25,,,,,
8/19/2025,1,Gasket All,100,100,,,,,
8/19/2025,1,SHELL 800ml,315,315,,,,,
8/19/2025,1,Side Mirror,250,250,,,,,
8/19/2025,1,Multi 1L ,250,250,,,,,
8/19/2025,1,Castrol Gold 800mL,315,315,,,,,
8/19/2025,2,Washer,5,10,,,,,
8/19/2025,1,Clamp Switch,70,70,,,,,
8/19/2025,1,888,150,150,,,,,
8/19/2025,1,LED Light,150,150,,,,,
8/19/2025,1,Peanut Bulb,10,10,,,,,
8/19/2025,1,Brake Switch F,40,40,,,,,
8/19/2025,1,Oil Seal,70,70,,,,,
8/19/2025,1,Motolite (SL) Battery,785,785,,,,,
8/19/2025,1,Spark Plug Cup,150,150,,,,,
8/19/2025,1,Electrical Tape,30,30,,,,,
8/19/2025,1,Fully 1L,280,280,,,,,
8/19/2025,1,Fuse,10,10,,,,,
8/19/2025,1,Fuse,10,10,,,,,
8/19/2025,1,Nut,5,5,,,,,
8/19/2025,1,Silvestre AT Fully 800ml,260,260,,,,,
8/19/2025,1,Brake Pad,200,200,,,,,
8/19/2025,1,Repair Kit,120,120,,,,,
8/19/2025,1,Shell 800mL,315,315,,,,,
8/19/2025,1,Bulb,20,20,,,,,
8/19/2025,1,THROTTLE CABLE,150,150,,,,,
8/19/2025,1,FOOTREST RUBBER ONLY,150,150,,,,,
8/19/2025,1,BRAKE PAD,120,120,,,,,
8/19/2025,1,BRAKE SWITCH,70,70,,,,,
8/19/2025,1,BRAKE FLUID,70,70,,,,,
8/19/2025,1,RUG ,10,10,,,,,
8/19/2025,1,FORK OIL,80,80,,,,,
8/19/2025,1,OIL SEAL,80,80,,,,,
8/20/2025,1,Electrical Tape,30,30,,,,,
8/20/2025,1,Cable Tie,10,10,,,,,
8/20/2025,3,Bolt & Nut (6×30),15,60,,,,,
8/20/2025,1,Brake Switch,40,40,,,,,
8/20/2025,2,Brake Fluid,70,140,,,,,
8/20/2025,1,Ball Race,250,250,,,,,
8/20/2025,1,Brake Shoe,220,220,,,,,
8/20/2025,1,Electrical Tape,60,60,,,,,
8/20/2025,1,Wire,30,30,,,,,
8/20/2025,1,Grease,36,36,,,,,
8/20/2025,1,250-17 LEO Tube ,170,170,,,,,
8/20/2025,2,Nut,5,10,,,,,
8/20/2025,1,Pulley Set,850,850,,,,,
